"Nom_de_la_commune","#Code_commune_INSEE","Code_postal","Ligne_5"
"VOUXEY","88523","88170","IMBRECOURT"
"VRECOURT","88524","88140",
"VROVILLE","88525","88500",
"WISEMBACH","88526","88520",
"XAFFEVILLERS","88527","88700",
"XAMONTARUPT","88528","88460",
"XARONVAL","88529","88130",
"XERTIGNY","88530","88220",
"XERTIGNY","88530","88220","AMEREY"
"XONRUPT LONGEMER","88531","88400",
"ZINCOURT","88532","88330",
"AIGREMONT","89002","89800",
"MONTHOLON","89003","89110","AILLANT SUR THOLON"
"MONTHOLON","89003","89110","VILLIERS SUR THOLON"
"MONTHOLON","89003","89710","CHAMPVALLON"
"MONTHOLON","89003","89710","VOLGRE"
"AISY SUR ARMANCON","89004","89390",
"ANCY LE FRANC","89005","89160",
"ANCY LE FRANC","89005","89160","CUSY"
"ANCY LE LIBRE","89006","89160",
"ANDRYES","89007","89480",
"ANGELY","89008","89440",
"ANNAY LA COTE","89009","89200",
"ANNAY SUR SEREIN","89010","89310",
"ANNEOT","89011","89200",
"ANNOUX","89012","89440",
"APPOIGNY","89013","89380",
"ARCES DILO","89014","89320",
"ARCES DILO","89014","89320","DILO"
"ARCY SUR CURE","89015","89270",
"ARGENTENAY","89016","89160",
"ARGENTEUIL SUR ARMANCON","89017","89160",
"ARMEAU","89018","89500",
"ARTHONNAY","89019","89740",
"ASNIERES SOUS BOIS","89020","89660",
"ASQUINS","89021","89450",
"ATHIE","89022","89440",
"AUGY","89023","89290",
"AUXERRE","89024","89000",
"AUXERRE","89024","89290","VAUX"
"AVALLON","89025","89200",
"BAGNEAUX","89027","89190",
"BAON","89028","89430",
"BASSOU","89029","89400",
"BAZARNES","89030","89460",
"BEAUMONT","89031","89250",
"BEAUVILLIERS","89032","89630",
"BEAUVOIR","89033","89240",
"BEINE","89034","89800",
"BELLECHAUME","89035","89210",
"LA BELLIOLE","89036","89150",
"BEON","89037","89410",
"BERNOUIL","89038","89360",
"BERU","89039","89700",
"BESSY SUR CURE","89040","89270",
"BEUGNON","89041","89570",
"BIERRY LES BELLES FONTAINES","89042","89420",
"BLACY","89043","89440",
"BLANNAY","89044","89200",
"BLEIGNY LE CARREAU","89045","89230",
"BLENEAU","89046","89220",
"BOEURS EN OTHE","89048","89770",
"BOIS D ARCY","89049","89660",
"BONNARD","89050","89400",
"LES BORDES","89051","89500",
"BRANCHES","89053","89113",
"BRANNAY","89054","89150",
"BRIENON SUR ARMANCON","89055","89210",
"BRIENON SUR ARMANCON","89055","89210","BLIGNY EN OTHE"
"BRION","89056","89400",
"BROSSES","89057","89660",
"BUSSIERES","89058","89630",
"BUSSY EN OTHE","89059","89400",
"BUSSY LE REPOS","89060","89500",
"BUTTEAUX","89061","89360",
"CARISEY","89062","89360",
"LA CELLE ST CYR","89063","89116",
"CENSY","89064","89310",
"CERILLY","89065","89320",
"CERISIERS","89066","89320",
"CEZY","89067","89410",
"CHABLIS","89068","89800",
"CHABLIS","89068","89800","FYE"
"CHABLIS","89068","89800","MILLY"
"CHABLIS","89068","89800","POINCHY"
"CHAILLEY","89069","89770",
"CHAMOUX","89071","89660",
"CHAMPCEVRAIS","89072","89220",
"CHAMPIGNELLES","89073","89350",
"CHAMPIGNELLES","89073","89350","LOUESME"
"CHAMPIGNY","89074","89340",
"CHAMPLAY","89075","89300",
"CHAMPLOST","89076","89210",
"CHAMPS SUR YONNE","89077","89290",
"CHAMVRES","89079","89300",
"LA CHAPELLE SUR OREUSE","89080","89260",
"LA CHAPELLE VAUPELTEIGNE","89081","89800",
"CHARBUY","89083","89113",
"CHARENTENAY","89084","89580",
"CHARMOY","89085","89400",
"CHARNY OREE DE PUISAYE","89086","89120","CHAMBEUGLE"
"CHARNY OREE DE PUISAYE","89086","89120","CHARNY"
"CHARNY OREE DE PUISAYE","89086","89120","CHENE ARNOULT"
"CHARNY OREE DE PUISAYE","89086","89120","CHEVILLON"
"CHARNY OREE DE PUISAYE","89086","89120","DICY"
"CHARNY OREE DE PUISAYE","89086","89120","FONTENOUILLES"
"CHARNY OREE DE PUISAYE","89086","89120","GRANDCHAMP"
"CHARNY OREE DE PUISAYE","89086","89120","MALICORNE"
"CHARNY OREE DE PUISAYE","89086","89120","MARCHAIS BETON"
"CHARNY OREE DE PUISAYE","89086","89120","PERREUX"
"CHARNY OREE DE PUISAYE","89086","89120","PRUNOY"
"CHARNY OREE DE PUISAYE","89086","89120","ST DENIS SUR OUANNE"
"CHARNY OREE DE PUISAYE","89086","89120","ST MARTIN SUR OUANNE"
"CHARNY OREE DE PUISAYE","89086","89120","VILLEFRANCHE"
"CHASSIGNELLES","89087","89160",
"CHASSY","89088","89110",
"CHASTELLUX SUR CURE","89089","89630",
"CHATEL CENSOIR","89091","89660",
"CHATEL GERARD","89092","89310",
"CHAUMONT","89093","89340",
"CHAUMOT","89094","89500",
"CHEMILLY SUR SEREIN","89095","89800",
"CHEMILLY SUR YONNE","89096","89250",
"CHENEY","89098","89700",
"CHENY","89099","89400",
"CHEROY","89100","89690",
"CHEU","89101","89600",
"CHEVANNES","89102","89240",
"CHICHEE","89104","89800",
"CHICHERY","89105","89400",
"CHITRY","89108","89530",
"LES CLERIMOIS","89111","89190",
"COLLAN","89112","89700",
"COLLEMIERS","89113","89100",
"COMPIGNY","89115","89140",
"CORNANT","89116","89500",
"COULANGERON","89117","89580",
"COULANGES LA VINEUSE","89118","89580",
"COULANGES SUR YONNE","89119","89480",
"COULOURS","89120","89320",
"COURGENAY","89122","89190",
"COURGIS","89123","89800",
"COURLON SUR YONNE","89124","89140",
"COURSON LES CARRIERES","89125","89560",
"COURTOIN","89126","89150",
"COURTOIS SUR YONNE","89127","89100",
"COUTARNOUX","89128","89440",
"CRAIN","89129","89480",
"DEUX RIVIERES","89130","89460","ACCOLAY"
"DEUX RIVIERES","89130","89460","CRAVANT"
"CRUZY LE CHATEL","89131","89740",
"CRY","89132","89390",
"CUDOT","89133","89116",
"CUSSY LES FORGES","89134","89420",
"CUY","89136","89140",
"DANNEMOINE","89137","89700",
"DIGES","89139","89240",
"DISSANGIS","89141","89440",
"DIXMONT","89142","89500",
"DOLLOT","89143","89150",
"DOMATS","89144","89150",
"DOMECY SUR CURE","89145","89450",
"DOMECY SUR LE VAULT","89146","89200",
"DRACY","89147","89130",
"DRUYES LES BELLES FONTAINES","89148","89560",
"DYE","89149","89360",
"EGLENY","89150","89240",
"EGRISELLES LE BOCAGE","89151","89500",
"EPINEAU LES VOVES","89152","89400",
"EPINEUIL","89153","89700",
"ESCAMPS","89154","89240",
"ESCOLIVES STE CAMILLE","89155","89290",
"ESNON","89156","89210",
"ETAIS LA SAUVIN","89158","89480",
"ETAULE","89159","89200",
"ETIGNY","89160","89510",
"ETIVEY","89161","89310",
"EVRY","89162","89140",
"LA FERTE LOUPIERE","89163","89110",
"FESTIGNY","89164","89480",
"FLACY","89165","89190",
"FLEURY LA VALLEE","89167","89113",
"FLEYS","89168","89800",
"FLOGNY LA CHAPELLE","89169","89360",
"FOISSY LES VEZELAY","89170","89450",
"FOISSY SUR VANNE","89171","89190",
"FONTAINE LA GAILLARDE","89172","89100",
"FONTAINES","89173","89130",
"FONTENAY PRES CHABLIS","89175","89800",
"FONTENAY PRES VEZELAY","89176","89450",
"FONTENAY SOUS FOURONNES","89177","89660",
"FONTENOY","89179","89520",
"FOUCHERES","89180","89150",
"FOURNAUDIN","89181","89320",
"FOURONNES","89182","89560",
"FRESNES","89183","89310",
"FULVY","89184","89160",
"GERMIGNY","89186","89600",
"GIGNY","89187","89160",
"GIROLLES","89188","89200",
"GISY LES NOBLES","89189","89140",
"GIVRY","89190","89200",
"GLAND","89191","89740",
"GRIMAULT","89194","89310",
"GRON","89195","89100",
"VALRAVILLON","89196","89110","LADUZ"
"VALRAVILLON","89196","89113","GUERCHY"
"VALRAVILLON","89196","89113","NEUILLY"
"VALRAVILLON","89196","89113","VILLEMER"
"GUILLON TERRE PLAINE","89197","89420","CISERY"
"GUILLON TERRE PLAINE","89197","89420","GUILLON"
"GUILLON TERRE PLAINE","89197","89420","SCEAUX"
"GUILLON TERRE PLAINE","89197","89420","TREVILLY"
"GUILLON TERRE PLAINE","89197","89420","VIGNES"
"GURGY","89198","89250",
"GY L EVEQUE","89199","89580",
"HAUTERIVE","89200","89250",
"HERY","89201","89550",
"IRANCY","89202","89290",
"ISLAND","89203","89200",
"L ISLE SUR SEREIN","89204","89440",
"JAULGES","89205","89360",
"JOIGNY","89206","89300",
"JOUANCY","89207","89310",
"JOUX LA VILLE","89208","89440",
"JOUY","89209","89150",
"JULLY","89210","89160",
"JUNAY","89211","89700",
"JUSSY","89212","89290",
"LAILLY","89214","89190",
"LAIN","89215","89560",
"LAINSECQ","89216","89520",
"LALANDE","89217","89130",
"LAROCHE ST CYDROINE","89218","89400",
"LASSON","89219","89570",
"LAVAU","89220","89170",
"LEUGNY","89221","89130",
"LEVIS","89222","89520",
"LEZINNES","89223","89160",
"LICHERES PRES AIGREMONT","89224","89800",
"LICHERES SUR YONNE","89225","89660",
"LIGNORELLES","89226","89800",
"LIGNY LE CHATEL","89227","89144",
"LINDRY","89228","89240",
"LIXY","89229","89140",
"LOOZE","89230","89300",
"LUCY LE BOIS","89232","89200",
"LUCY SUR CURE","89233","89270",
"LUCY SUR CURE","89233","89270","ESSERT"
"LUCY SUR YONNE","89234","89480",
"MAGNY","89235","89200",
"MAILLOT","89236","89100",
"MAILLY LA VILLE","89237","89270",
"MAILLY LE CHATEAU","89238","89660",
"MALAY LE GRAND","89239","89100",
"MALAY LE PETIT","89240","89100",
"MALIGNY","89242","89800",
"MARMEAUX","89244","89420",
"MARSANGY","89245","89500",
"MASSANGIS","89246","89440",
"MASSANGIS","89246","89440","CIVRY SUR SEREIN"
"MELISEY","89247","89430",
"MENADES","89248","89450",
"MERCY","89249","89210",
"MERE","89250","89144",
"MERRY LA VALLEE","89251","89110",
"MERRY SEC","89252","89560",
"MERRY SUR YONNE","89253","89660",
"MEZILLES","89254","89130",
"MICHERY","89255","89140",
"MIGE","89256","89580",
"MIGENNES","89257","89400",
"MOLAY","89259","89310",
"MOLINONS","89261","89190",
"MOLOSMES","89262","89700",
"MONETEAU","89263","89470",
"MONETEAU","89263","89470","SOUGERES SUR SINOTTE"
"MONTACHER VILLEGARDIN","89264","89150",
"MONTIGNY LA RESLE","89265","89230",
"MONTILLOT","89266","89660",
"MONTREAL","89267","89420",
"MONT ST SULPICE","89268","89250",
"MOUFFY","89270","89560",
"MOULINS EN TONNERROIS","89271","89310",
"MOULINS SUR OUANNE","89272","89130",
"MOUTIERS EN PUISAYE","89273","89520",
"NAILLY","89274","89100",
"NEUVY SAUTOUR","89276","89570",
"NITRY","89277","89310",
"NOE","89278","89320",
"NOYERS","89279","89310",
"NUITS","89280","89390",
"LES ORMES","89281","89110",
"ORMOY","89282","89400",
"OUANNE","89283","89560",
"OUANNE","89283","89560","CHASTENAY"
"PACY SUR ARMANCON","89284","89160",
"PAILLY","89285","89140",
"PARLY","89286","89240",
"PARON","89287","89100",
"PAROY EN OTHE","89288","89210",
"PAROY SUR THOLON","89289","89300",
"PASILLY","89290","89310",
"PASSY","89291","89510",
"PERCEY","89292","89360",
"PERRIGNY","89295","89000",
"PERRIGNY SUR ARMANCON","89296","89390",
"PIERRE PERTHUIS","89297","89450",
"PIFFONDS","89298","89330",
"PIMELLES","89299","89740",
"PISY","89300","89420",
"PLESSIS ST JEAN","89302","89140",
"POILLY SUR SEREIN","89303","89310",
"POILLY SUR THOLON","89304","89110",
"PONTAUBERT","89306","89200",
"PONTIGNY","89307","89230",
"PONT SUR VANNE","89308","89190",
"PONT SUR YONNE","89309","89140",
"LA POSTOLLE","89310","89260",
"POURRAIN","89311","89240",
"PRECY LE SEC","89312","89440",
"PRECY SUR VRIN","89313","89116",
"PREGILBERT","89314","89460",
"PREHY","89315","89800",
"PROVENCY","89316","89200",
"QUARRE LES TOMBES","89318","89630",
"QUENNE","89319","89290",
"QUINCEROT","89320","89740",
"RAVIERES","89321","89390",
"ROFFEY","89323","89700",
"ROGNY LES SEPT ECLUSES","89324","89220",
"RONCHERES","89325","89170",
"ROSOY","89326","89100",
"ROUSSON","89327","89500",
"ROUVRAY","89328","89230",
"RUGNY","89329","89430",
"SAINPUITS","89331","89520",
"ST AGNAN","89332","89340",
"ST ANDRE EN TERRE PLAINE","89333","89420",
"LE VAL D OCRE","89334","89110","ST AUBIN CHATEAU NEUF"
"LE VAL D OCRE","89334","89110","ST MARTIN SUR OCRE"
"ST AUBIN SUR YONNE","89335","89300",
"ST BRANCHER","89336","89630",
"ST BRIS LE VINEUX","89337","89530",
"ST CLEMENT","89338","89100",
"STE COLOMBE","89339","89440",
"ST CYR LES COLONS","89341","89800",
"ST DENIS LES SENS","89342","89100",
"ST FARGEAU","89344","89170",
"ST FARGEAU","89344","89170","SEPTFONDS"
"ST FLORENTIN","89345","89600",
"ST FLORENTIN","89345","89600","AVROLLES"
"ST GEORGES SUR BAULCHE","89346","89000",
"ST GERMAIN DES CHAMPS","89347","89630",
"ST JULIEN DU SAULT","89348","89330",
"ST LEGER VAUBAN","89349","89630",
"ST LOUP D ORDON","89350","89330",
"STE MAGNANCE","89351","89420",
"ST MARTIN DES CHAMPS","89352","89170",
"ST MARTIN D ORDON","89353","89330",
"ST MARTIN DU TERTRE","89354","89100",
"ST MARTIN SUR ARMANCON","89355","89700",
"ST MAURICE AUX RICHES HOMMES","89359","89190",
"ST MAURICE LE VIEIL","89360","89110",
"ST MAURICE THIZOUAILLE","89361","89110",
"ST MORE","89362","89270",
"STE PALLAYE","89363","89460",
"ST PERE","89364","89450",
"ST PRIVE","89365","89220",
"SAINTS EN PUISAYE","89367","89520",
"ST SAUVEUR EN PUISAYE","89368","89520",
"ST SEROTIN","89369","89140",
"ST VALERIEN","89370","89150",
"STE VERTU","89371","89310",
"SALIGNY","89373","89100",
"SAMBOURG","89374","89160",
"SANTIGNY","89375","89420",
"SARRY","89376","89310",
"SAUVIGNY LE BEUREAL","89377","89420",
"SAUVIGNY LE BOIS","89378","89200",
"SAVIGNY EN TERRE PLAINE","89379","89420",
"SAVIGNY SUR CLAIRIS","89380","89150",
"SEIGNELAY","89382","89250",
"SEMENTRON","89383","89560",
"SENAN","89384","89710",
"SENNEVOY LE BAS","89385","89160",
"SENNEVOY LE HAUT","89386","89160",
"SENS","89387","89100",
"SEPEAUX ST ROMAIN","89388","89116","SEPEAUX"
"SEPEAUX ST ROMAIN","89388","89116","ST ROMAIN LE PREUX"
"SERBONNES","89390","89140",
"SERGINES","89391","89140",
"SERMIZELLES","89392","89200",
"SERRIGNY","89393","89700",
"SERY","89394","89270",
"LES SIEGES","89395","89190",
"SOMMECAISE","89397","89110",
"SORMERY","89398","89570",
"SOUCY","89399","89100",
"SOUGERES EN PUISAYE","89400","89520",
"SOUMAINTRAIN","89402","89570",
"STIGNY","89403","89160",
"SUBLIGNY","89404","89100",
"LES HAUTS DE FORTERRE","89405","89560","FONTENAILLES"
"LES HAUTS DE FORTERRE","89405","89560","MOLESMES"
"LES HAUTS DE FORTERRE","89405","89560","TAINGY"
"TALCY","89406","89420",
"TANLAY","89407","89430",
"TANLAY","89407","89430","COMMISSEY"
"TANLAY","89407","89430","ST VINNEMER"
"TANNERRE EN PUISAYE","89408","89350",
"THAROISEAU","89409","89450",
"THAROT","89410","89200",
"LES VALLEES DE LA VANNE","89411","89190","CHIGY"
"LES VALLEES DE LA VANNE","89411","89320","THEIL SUR VANNE"
"LES VALLEES DE LA VANNE","89411","89320","VAREILLES"
"THIZY","89412","89420",
"THOREY","89413","89430",
"THORIGNY SUR OREUSE","89414","89260",
"THORIGNY SUR OREUSE","89414","89260","FLEURIGNY"
"THORIGNY SUR OREUSE","89414","89260","ST MARTIN SUR OREUSE"
"THORY","89415","89200",
"THURY","89416","89520",
"TISSEY","89417","89700",
"TONNERRE","89418","89700",
"TOUCY","89419","89130",
"TREIGNY PERREUSE STE COLOMBE","89420","89520","PERREUSE"
"TREIGNY PERREUSE STE COLOMBE","89420","89520","STE COLOMBE SUR LOING"
"TREIGNY PERREUSE STE COLOMBE","89420","89520","TREIGNY"
"TRICHEY","89422","89430",
"TRONCHOY","89423","89700",
"TRUCY SUR YONNE","89424","89460",
"TURNY","89425","89570",
"VAL DE MERCY","89426","89580",
"VALLAN","89427","89580",
"VALLERY","89428","89150",
"VARENNES","89430","89144",
"VASSY SOUS PISY","89431","89420",
"VAUDEURS","89432","89320",
"VAULT DE LUGNY","89433","89200",
"VAUMORT","89434","89320",
"VENIZY","89436","89210",
"VENOUSE","89437","89230",
"VENOY","89438","89290",
"VERGIGNY","89439","89600",
"VERGIGNY","89439","89600","BOUILLY"
"VERGIGNY","89439","89600","REBOURSEAUX"
"VERLIN","89440","89330",
"VERMENTON","89441","89270",
"VERMENTON","89441","89270","SACY"
"VERNOY","89442","89150",
"VERON","89443","89510",
"VEZANNES","89445","89700",
"VEZELAY","89446","89450",
"VEZINNES","89447","89700",
"VILLEBLEVIN","89449","89340",
"VILLEBOUGIS","89450","89150",
"VILLECHETIVE","89451","89320",
"VILLECIEN","89452","89300",
"VILLEFARGEAU","89453","89240",
"VILLEMANOCHE","89456","89140",
"VILLENAVOTTE","89458","89140",
"VILLENEUVE LA DONDAGRE","89459","89150",
"VILLENEUVE LA GUYARD","89460","89340",
"VILLENEUVE L ARCHEVEQUE","89461","89190",
"VILLENEUVE LES GENETS","89462","89350",
"VILLENEUVE ST SALVES","89463","89230",
"VILLENEUVE SUR YONNE","89464","89500",
"VILLEPERROT","89465","89140",
"VILLEROY","89466","89100",
"VILLETHIERRY","89467","89140",
"VILLEVALLIER","89468","89330",
"PERCENEIGE","89469","89260",
"PERCENEIGE","89469","89260","COURCEAUX"
"PERCENEIGE","89469","89260","GRANGE LE BOCAGE"
"PERCENEIGE","89469","89260","PLESSIS DU MEE"
"PERCENEIGE","89469","89260","SOGNES"
"PERCENEIGE","89469","89260","VERTILLY"
"VILLIERS LES HAUTS","89470","89160",
"VILLIERS LOUIS","89471","89320",
"VILLIERS ST BENOIT","89472","89130",
"VILLIERS ST BENOIT","89472","89130","LA VILLOTTE"
"VILLIERS VINEUX","89474","89360",
"VILLON","89475","89740",
"VILLY","89477","89800",
"VINCELLES","89478","89290",
"VINCELOTTES","89479","89290",
"VINNEUF","89480","89140",
"VIREAUX","89481","89160",
"VIVIERS","89482","89700",
"VOISINES","89483","89260",
"VOUTENAY SUR CURE","89485","89270",
"YROUERRE","89486","89700",
"ANDELNANS","90001","90400",
"ANDELNANS","90001","90400","FROIDEVAL"
"ANGEOT","90002","90150",
"ANJOUTEY","90003","90170",
"ARGIESANS","90004","90800",
"AUXELLES BAS","90005","90200",
"AUXELLES HAUT","90006","90200",
"BANVILLARS","90007","90800",
"BAVILLIERS","90008","90800",
"BEAUCOURT","90009","90500",
"BELFORT","90010","90000",
"BERMONT","90011","90400",
"BESSONCOURT","90012","90160",
"BETHONVILLIERS","90013","90150",
"BORON","90014","90100",
"BOTANS","90015","90400",
"BOURG SOUS CHATELET","90016","90110",
"BOUROGNE","90017","90140",
"BREBOTTE","90018","90140",
"BRETAGNE","90019","90130",
"BUC","90020","90800",
"CHARMOIS","90021","90140",
"CHATENOIS LES FORGES","90022","90700",
"CHAUX","90023","90330",
"CHAVANATTE","90024","90100",
"CHAVANNES LES GRANDS","90025","90100",
"CHEVREMONT","90026","90340",
"COURCELLES","90027","90100",
"COURTELEVANT","90028","90100",
"CRAVANCHE","90029","90300",
"CROIX","90030","90100",
"CUNELIERES","90031","90150",
"DANJOUTIN","90032","90400",
"DELLE","90033","90100",
"DENNEY","90034","90160",
"DORANS","90035","90400",
"EGUENIGUE","90036","90150",
"ELOIE","90037","90300",
"ESSERT","90039","90850",
"ETUEFFONT","90041","90170",
"EVETTE SALBERT","90042","90350",
"FAVEROIS","90043","90100",
"FELON","90044","90110",
"FECHE L EGLISE","90045","90100",
"FLORIMONT","90046","90100",
"FONTAINE","90047","90150",
"FONTENELLE","90048","90340",
"FOUSSEMAGNE","90049","90150",
"FRAIS","90050","90150",
"FROIDEFONTAINE","90051","90140",
"GIROMAGNY","90052","90200",
"GRANDVILLARS","90053","90600",
"GROSMAGNY","90054","90200",
"GROSNE","90055","90100",
"JONCHEREY","90056","90100",
"LACHAPELLE SOUS CHAUX","90057","90300",
"LACHAPELLE SOUS ROUGEMONT","90058","90360",
"LACOLLONGE","90059","90150",
"LAGRANGE","90060","90150",
"LAMADELEINE VAL DES ANGES","90061","90170",
"LARIVIERE","90062","90150",
"LEBETAIN","90063","90100",
"LEPUIX NEUF","90064","90100",
"LEPUIX","90065","90200",
"LEVAL","90066","90110",
"MENONCOURT","90067","90150",
"MEROUX MOVAL","90068","90400","MEROUX"
"MEROUX MOVAL","90068","90400","MOVAL"
"MEZIRE","90069","90120",
"MONTBOUTON","90070","90500",
"MONTREUX CHATEAU","90071","90130",
"MORVILLARS","90072","90120",
"NOVILLARD","90074","90340",
"OFFEMONT","90075","90300",
"PEROUSE","90076","90160",
"PETIT CROIX","90077","90130",
"PETITEFONTAINE","90078","90360",
"PETITMAGNY","90079","90170",
"PHAFFANS","90080","90150",
"RECHESY","90081","90370",
"AUTRECHENE","90082","90140",
"RECOUVRANCE","90083","90140",
"REPPE","90084","90150",
"RIERVESCEMONT","90085","90200",
"ROMAGNY SOUS ROUGEMONT","90086","90110",
"ROPPE","90087","90380",
"ROUGEGOUTTE","90088","90200",
"ROUGEMONT LE CHATEAU","90089","90110",
"ST DIZIER L EVEQUE","90090","90100",
"ST GERMAIN LE CHATELET","90091","90110",
"SERMAMAGNY","90093","90300",
"SEVENANS","90094","90400",
"SUARCE","90095","90100",
"THIANCOURT","90096","90100",
"TREVENANS","90097","90400",
"URCEREY","90098","90800",
"VALDOIE","90099","90300",
"VAUTHIERMONT","90100","90150",
"VELLESCOT","90101","90100",
"VESCEMONT","90102","90200",
"VETRIGNE","90103","90300",
"VEZELOIS","90104","90400",
"VILLARS LE SEC","90105","90100",
"ABBEVILLE LA RIVIERE","91001","91150",
"ANGERVILLE","91016","91670",
"ANGERVILLE","91016","91670","DOMMERVILLE"
"ANGERVILLIERS","91017","91470",
"ARPAJON","91021","91290",
"ARRANCOURT","91022","91690",
"ATHIS MONS","91027","91200",
"AUTHON LA PLAINE","91035","91410",
"AUVERNAUX","91037","91830",
"AUVERS ST GEORGES","91038","91580",
"AVRAINVILLE","91041","91630",
"BALLAINVILLIERS","91044","91160",
"BALLANCOURT SUR ESSONNE","91045","91610",
"BAULNE","91047","91590",
"BIEVRES","91064","91570",
"BLANDY","91067","91150",
"BOIGNEVILLE","91069","91720",
"BOIS HERPIN","91075","91150",
"BOISSY LA RIVIERE","91079","91690",
"BOISSY LE CUTTE","91080","91590",
"BOISSY LE SEC","91081","91870",
"BOISSY SOUS ST YON","91085","91790",
"BONDOUFLE","91086","91070",
"BOULLAY LES TROUX","91093","91470",
"BOURAY SUR JUINE","91095","91850",
"BOUSSY ST ANTOINE","91097","91800",
"BOUTERVILLIERS","91098","91150",
"BOUTIGNY SUR ESSONNE","91099","91820",
"BOUVILLE","91100","91880",
"BRETIGNY SUR ORGE","91103","91220",
"BREUILLET","91105","91650",
"BREUX JOUY","91106","91650",
"BRIERES LES SCELLES","91109","91150",
"BRIIS SOUS FORGES","91111","91640",
"BROUY","91112","91150",
"BRUNOY","91114","91800",
"BRUYERES LE CHATEL","91115","91680",
"BUNO BONNEVAUX","91121","91720",
"BURES SUR YVETTE","91122","91440",
"BURES SUR YVETTE","91122","91440","MONTJAY"
"CERNY","91129","91590",
"CHALO ST MARS","91130","91780",
"CHALOU MOULINEUX","91131","91740",
"CHAMARANDE","91132","91730",
"CHAMPCUEIL","91135","91750",
"CHAMPLAN","91136","91160",
